Workcenter,Machine,Job,Type,Priority
4,0,job9703,3,1
3,1,job9684,4,1
1,0,job9616,1,1
3,0,job9567,3,1
4,1,job9438,1,1
1,0,job9811,4,1
3,0,job9674,3,1
3,1,job9694,4,1
4,1,job9288,1,1
1,1,job9526,1,1
2,1,job9742,4,1
2,0,job9662,2,1
4,0,job9713,4,1
3,1,job9634,2,1
1,0,job9821,4,1
2,0,job9575,1,1
2,1,job9685,4,1
4,0,job9643,1,1
4,0,job9663,2,1
3,0,job9587,2,1
1,0,job9831,4,1
2,0,job9655,3,1
3,1,job9397,2,1
4,0,job9723,4,1
3,0,job9704,3,1
1,1,job9576,1,1
2,0,job9695,4,1
2,1,job9762,4,1
4,1,job9448,1,1
3,1,job9714,4,1
1,0,job9841,3,1
3,1,job9457,2,1
1,0,job9656,3,1
3,1,job9627,4,1
4,0,job9733,3,1
3,0,job9644,1,1
1,0,job9851,4,1
2,0,job9635,2,1
2,1,job9772,4,1
1,0,job9696,4,1
2,0,job9595,2,1
3,1,job9664,2,1
4,0,job9398,2,1
2,0,job9605,1,1
3,0,job9467,1,1
4,0,job9743,4,1
1,1,job9861,1,1
2,1,job9792,3,1
3,1,job9724,4,1
1,0,job9686,4,1
4,1,job9368,1,1
3,0,job9734,3,1
1,1,job9636,2,1
2,1,job9802,4,1
1,0,job9871,3,1
4,1,job9568,3,1
3,0,job9507,1,1
2,1,job9715,4,1
4,0,job9763,4,1
2,0,job9675,3,1
1,0,job9881,4,1
1,1,job9596,2,1
3,0,job9617,1,1
4,0,job9458,2,1
3,1,job9744,4,1
3,0,job9477,1,1
4,0,job9588,2,1
1,1,job9891,2,1
2,1,job9812,4,1
4,0,job9773,4,1
1,1,job9606,1,1
3,1,job9764,4,1
2,0,job9705,3,1
2,1,job9822,4,1
4,0,job9628,4,1
1,0,job9676,3,1
1,1,job9901,2,1
2,1,job9832,4,1
2,0,job9752,2,1
4,0,job9793,3,1
2,0,job9645,1,1
1,0,job9706,3,1
1,1,job9911,1,1
2,1,job9842,3,1
4,1,job9468,1,1
2,0,job9665,2,1
4,0,job9753,2,1
3,0,job9657,3,1
3,0,job9557,1,1
4,0,job9803,4,1
1,0,job9921,3,1
2,0,job9735,3,1
1,1,job9646,1,1
3,1,job9774,4,1
2,1,job9852,4,1
1,0,job9716,4,1
4,1,job9508,1,1
2,1,job9782,1,1
2,1,job9725,4,1
3,1,job9697,4,1
4,1,job9618,1,1
1,0,job9931,3,1
3,0,job9794,3,1
1,1,job9666,2,1
4,0,job9813,4,1
4,1,job9478,1,1
3,1,job9687,4,1
3,0,job9754,2,1
3,0,job9537,2,1
1,0,job9941,4,1
4,1,job9658,3,1
2,1,job9745,4,1
1,0,job9736,3,1
2,0,job9872,3,1
3,1,job9804,4,1
4,0,job9823,4,1
4,1,job9558,1,1
1,0,job9951,3,1
3,1,job9814,4,1
2,1,job9882,4,1
3,0,job9547,1,1
2,0,job9795,3,1
2,1,job9765,4,1
3,0,job9677,3,1
3,1,job9824,4,1
4,0,job9873,3,1
1,1,job9961,2,1
4,0,job9833,4,1
3,0,job9707,3,1
3,0,job9874,3,1
1,0,job9796,3,1
3,0,job9527,1,1
1,1,job9971,1,1
2,0,job9755,2,1
2,1,job9922,3,1
2,0,job9775,4,1
3,1,job9834,4,1
4,0,job9843,3,1
1,0,job9981,2,1
4,0,job9538,2,1
3,0,job9844,3,1
3,1,job9717,4,1
3,0,job9577,1,1
4,1,job9548,1,1
1,0,job9756,2,1
4,0,job9698,4,1
4,0,job9853,4,1
1,0,job9991,4,1
2,1,job9932,3,1
4,1,job9678,3,1
2,1,job9862,1,1
1,0,job9776,4,1
2,0,job9942,4,1
4,0,job9783,1,1
4,1,job9708,3,1
1,0,job10001,1,1
4,0,job9688,4,1
3,0,job9737,3,1
2,0,job9875,3,1
1,0,job9726,4,1
3,1,job9854,4,1
3,0,job9637,2,1
2,0,job9952,3,1
4,0,job9943,4,1
3,0,job9784,1,1
1,0,job9746,4,1
1,1,job10011,2,1
4,1,job9528,1,1
3,0,job9797,3,1
2,1,job9805,4,1
1,0,job9876,3,1
2,0,job9845,3,1
3,0,job9597,2,1
1,0,job10021,4,1
3,1,job9944,4,1
4,0,job9883,4,1
4,1,job9578,1,1
2,0,job9982,2,1
1,0,job9766,4,1
1,1,job10031,1,1
2,0,job9815,4,1
3,1,job9884,4,1
4,0,job9953,3,1
2,0,job9892,2,1
4,1,job9738,3,1
3,0,job9954,3,1
1,0,job9846,3,1
1,1,job10041,1,1
3,0,job9757,2,1
4,0,job9638,2,1
2,0,job9825,4,1
4,0,job9923,3,1
4,0,job9983,2,1
3,0,job9607,1,1
2,0,job9992,4,1
1,0,job10051,4,1
2,0,job9785,1,1
1,0,job9816,4,1
4,0,job9933,3,1
3,1,job9777,4,1
4,1,job9798,3,1
4,0,job9893,2,1
2,0,job9835,4,1
3,0,job9924,3,1
1,0,job10061,3,1
2,1,job9902,2,1
1,0,job9826,4,1
4,0,job9863,1,1
3,0,job9984,2,1
4,0,job9598,2,1
2,1,job10002,1,1
3,0,job9934,3,1
1,0,job9806,4,1
1,0,job10071,3,1
4,0,job9718,4,1
2,1,job9912,1,1
2,0,job9955,3,1
4,0,job9993,4,1
3,1,job9727,4,1
3,0,job9894,2,1
4,0,job9903,2,1
1,0,job10081,2,1
1,1,job9786,1,1
3,0,job9864,1,1
4,1,job9758,2,1
2,0,job9855,4,1
3,1,job9747,4,1
4,0,job10003,1,1
3,0,job9647,1,1
1,0,job9836,4,1
3,0,job9877,3,1
4,1,job9608,1,1
1,0,job10091,3,1
4,0,job9913,1,1
2,1,job10022,4,1
2,0,job9925,3,1
1,0,job9956,3,1
2,0,job9945,4,1
3,0,job9667,2,1
1,1,job10101,3,1
3,1,job9767,4,1
1,1,job9856,4,1
3,1,job9994,4,1
2,0,job9985,2,1
3,0,job9847,3,1
4,0,job10023,4,1
1,0,job10111,4,1
2,1,job9885,4,1
3,0,job9904,2,1
2,1,job9962,2,1
1,0,job9926,3,1
2,1,job10052,4,1
2,0,job9935,3,1
3,0,job10004,1,1
1,0,job9886,4,1
1,0,job10121,3,1
1,0,job9946,4,1
3,0,job9914,1,1
2,1,job9972,1,1
3,1,job9817,4,1
4,0,job9963,2,1
4,0,job9778,4,1
1,0,job10131,3,1
3,1,job10024,4,1
2,0,job9895,2,1
2,1,job10062,3,1
1,1,job9986,2,1
3,0,job9964,2,1
4,0,job10053,4,1
1,1,job10141,2,1
2,0,job10012,2,1
2,1,job9865,1,1
4,0,job9728,4,1
3,1,job9827,4,1
4,1,job9648,1,1
1,0,job9936,3,1
4,0,job9973,1,1
1,1,job10151,2,1
2,1,job10032,1,1
3,1,job10054,4,1
3,1,job9807,4,1
4,1,job9878,3,1
4,0,job9748,4,1
2,1,job10072,3,1
1,0,job10161,2,1
2,1,job10042,1,1
4,0,job10063,3,1
3,0,job9974,1,1
4,0,job9668,2,1
1,0,job9896,2,1
4,0,job10013,2,1
1,1,job9866,1,1
4,1,job9848,3,1
1,1,job10171,1,1
4,0,job9768,4,1
2,0,job10082,2,1
3,0,job10064,3,1
3,0,job9787,1,1
4,0,job10033,1,1
1,1,job10181,3,1
4,0,job10083,2,1
2,0,job9905,2,1
2,1,job10102,3,1
2,0,job9995,4,1
3,1,job9837,4,1
1,1,job10191,4,1
4,0,job10073,3,1
2,1,job10005,1,1
2,1,job10092,3,1
3,1,job9857,4,1
3,0,job10014,2,1
1,0,job10201,4,1
1,1,job9906,2,1
3,0,job9957,3,1
2,1,job9915,1,1
4,0,job9818,4,1
4,0,job10043,1,1
1,0,job9996,4,1
2,0,job10112,4,1
1,0,job10211,3,1
3,0,job10034,1,1
3,0,job9987,2,1
3,0,job9927,3,1
2,1,job9965,2,1
2,0,job10025,4,1
3,0,job10084,2,1
4,1,job10103,3,1
1,1,job10221,2,1
4,0,job10113,4,1
3,0,job10074,3,1
3,0,job10104,3,1
3,1,job9887,4,1
2,0,job10142,2,1
1,1,job10006,1,1
1,0,job10026,4,1
2,0,job9975,1,1
1,1,job10231,2,1
2,1,job10122,3,1
4,0,job9828,4,1
4,0,job10143,2,1
2,1,job10065,3,1
3,0,job10044,1,1
2,0,job10152,2,1
4,0,job10093,3,1
1,1,job9976,1,1
1,0,job10241,4,1
3,1,job9947,4,1
4,1,job9788,1,1
3,1,job10114,4,1
4,0,job10153,2,1
1,1,job9916,1,1
2,0,job10055,4,1
1,1,job10251,1,1
2,1,job10132,3,1
1,0,job10056,4,1
3,0,job9937,3,1
2,1,job10015,2,1
3,0,job9867,1,1
3,1,job10144,2,1
1,0,job10261,4,1
4,0,job9808,4,1
1,0,job9966,2,1
3,0,job10094,3,1
4,1,job9958,3,1
2,0,job10172,1,1
1,0,job10271,4,1
2,0,job10162,2,1
3,1,job10154,2,1
2,0,job10035,1,1
2,1,job10182,3,1
4,0,job10173,1,1
4,0,job10123,3,1
4,0,job9838,4,1
4,0,job10163,2,1
1,0,job10281,3,1
2,1,job10192,4,1
3,0,job10174,1,1
4,0,job9988,2,1
3,0,job9897,2,1
1,0,job10066,3,1
1,1,job10036,1,1
3,0,job10124,3,1
4,1,job9928,3,1
2,1,job10202,4,1
4,0,job9858,4,1
1,1,job10291,1,1
3,0,job9907,2,1
4,0,job10133,3,1
3,1,job9997,4,1
2,1,job10085,2,1
1,0,job10301,1,1
3,1,job10164,2,1
4,0,job9888,4,1
2,1,job10212,3,1
2,1,job10222,2,1
2,0,job10075,3,1
1,1,job10016,2,1
1,0,job10311,3,1
2,0,job10105,3,1
3,1,job10027,4,1
4,0,job9948,4,1
1,0,job10076,3,1
1,1,job10321,2,1
2,1,job10242,4,1
3,0,job10007,1,1
3,0,job10134,3,1
2,0,job10045,1,1
4,0,job10183,3,1
1,0,job10106,3,1
3,1,job10057,4,1
4,1,job9938,3,1
1,1,job10331,2,1
2,1,job10115,4,1
1,1,job10046,1,1
2,1,job10262,4,1
2,0,job10232,2,1
4,1,job9868,1,1
4,0,job10193,4,1
1,0,job10341,3,1
3,0,job10184,3,1
4,0,job10233,2,1
2,0,job10145,2,1
2,0,job10095,3,1
3,1,job9967,2,1
1,1,job10351,2,1
3,1,job10194,4,1
4,0,job10203,4,1
3,0,job9977,1,1
2,0,job10175,1,1
2,1,job10272,4,1
2,1,job10155,2,1
3,0,job10234,2,1
1,0,job10146,2,1
1,1,job10361,2,1
2,0,job10282,3,1
1,0,job10086,2,1
3,0,job9917,1,1
3,1,job10204,4,1
4,0,job9898,2,1
3,0,job10067,3,1
1,0,job10096,3,1
2,1,job10125,3,1
4,0,job9998,4,1
1,0,job10371,3,1
2,0,job10252,1,1
1,1,job10176,1,1
4,0,job10213,3,1
2,0,job10302,1,1
4,0,job9908,2,1
1,0,job10381,4,1
4,0,job10223,2,1
2,0,job10165,2,1
2,0,job10312,3,1
3,0,job10037,1,1
4,1,job10008,1,1
3,0,job10214,3,1
4,0,job10283,3,1
3,0,job10077,3,1
1,0,job10391,3,1
3,0,job10107,3,1
2,0,job10135,3,1
2,0,job10292,1,1
4,0,job10243,4,1
4,0,job10253,1,1
4,0,job10028,4,1
2,1,job10342,3,1
1,0,job10116,4,1
1,1,job10401,1,1
2,0,job10185,3,1
3,1,job10224,2,1
4,0,job10303,1,1
4,1,job9978,1,1
3,0,job10017,2,1
3,0,job10284,3,1
1,0,job10411,1,1
3,1,job10147,2,1
4,1,job10058,4,1
4,0,job10263,4,1
3,1,job10244,4,1
1,1,job10166,2,1
2,0,job10235,2,1
1,0,job10421,4,1
3,0,job10254,1,1
4,0,job9968,2,1
2,0,job10322,2,1
3,0,job10087,2,1
4,1,job10273,4,1
4,1,job9918,1,1
3,0,job10097,3,1
1,0,job10431,1,1
4,1,job10068,3,1
3,0,job10304,1,1
4,0,job10313,3,1
3,1,job10274,4,1
2,1,job10332,2,1
2,0,job10372,3,1
2,0,job10195,4,1
1,1,job10156,2,1
4,1,job10038,1,1
1,0,job10136,3,1
3,1,job10264,4,1
1,0,job10441,4,1
2,1,job10382,4,1
2,1,job10215,3,1
1,0,job10126,3,1
3,0,job10047,1,1
4,0,job10293,1,1
2,0,job10205,4,1
2,1,job10392,3,1
4,1,job10078,3,1
1,1,job10451,2,1
3,0,job10314,3,1
4,1,job10108,3,1
1,0,job10186,3,1
4,0,job10343,3,1
3,0,job10294,1,1
3,1,job10117,4,1
1,1,job10461,2,1
2,1,job10225,2,1
2,0,job10352,2,1
4,1,job10018,2,1
4,0,job10333,2,1
3,0,job10344,3,1
4,0,job10148,2,1
2,1,job10412,1,1
1,1,job10236,2,1
2,0,job10285,3,1
1,0,job10471,1,1
3,1,job10334,2,1
4,1,job10323,2,1
4,0,job10383,4,1
2,1,job10422,4,1
2,0,job10362,2,1
2,0,job10255,1,1
1,1,job10481,1,1
2,0,job10245,4,1
1,0,job10216,3,1
2,1,job10432,1,1
3,1,job10384,4,1
4,0,job10373,3,1
4,0,job10088,2,1
3,0,job10177,1,1
1,1,job10491,1,1
3,0,job10137,3,1
3,0,job10374,3,1
1,0,job10196,4,1
4,1,job10098,3,1
4,0,job10393,3,1
2,0,job10275,4,1
2,0,job10442,4,1
1,0,job10501,4,1
2,1,job10402,1,1
1,0,job10206,4,1
2,0,job10305,1,1
3,0,job10127,3,1
4,0,job10353,2,1
3,0,job10187,3,1
1,1,job10511,2,1
3,0,job10394,3,1
4,1,job10048,1,1
2,0,job10265,4,1
1,1,job10226,2,1
3,1,job10167,2,1
1,0,job10286,3,1
2,0,job10315,3,1
3,1,job10354,2,1
1,0,job10521,3,1
2,0,job10472,1,1
4,1,job10363,2,1
4,0,job10413,1,1
3,1,job10157,2,1
3,0,job10217,3,1
4,0,job10118,4,1
2,0,job10295,1,1
3,0,job10414,1,1
1,1,job10256,1,1
1,0,job10531,4,1
3,1,job10324,2,1
4,0,job10423,4,1
1,0,job10246,4,1
2,0,job10345,3,1
3,1,job10197,4,1
1,0,job10541,3,1
2,1,job10335,2,1
2,1,job10452,2,1
3,1,job10424,4,1
1,0,job10276,4,1
2,0,job10502,4,1
4,1,job10178,1,1
4,0,job10433,1,1
4,1,job10138,3,1
3,1,job10207,4,1
1,0,job10551,3,1
3,0,job10434,1,1
4,0,job10403,1,1
2,1,job10462,2,1
4,0,job10443,4,1
2,0,job10385,4,1
2,1,job10375,3,1
3,0,job10287,3,1
3,0,job10404,1,1
4,1,job10128,3,1
1,0,job10561,4,1
1,1,job10306,1,1
2,1,job10522,3,1
4,1,job10168,2,1
3,1,job10444,4,1
4,1,job10188,3,1
3,1,job10237,2,1
1,1,job10336,2,1
1,0,job10266,4,1
2,1,job10532,4,1
3,1,job10364,2,1
1,1,job10571,2,1
2,0,job10395,3,1
4,0,job10453,2,1
2,0,job10355,2,1
4,0,job10463,2,1
3,1,job10247,4,1
4,1,job10218,3,1
1,0,job10316,3,1
2,0,job10482,1,1
3,1,job10454,2,1
1,1,job10581,1,1
4,0,job10158,2,1
1,0,job10376,3,1
2,1,job10542,3,1
3,1,job10464,2,1
2,0,job10415,1,1
4,0,job10473,1,1
2,0,job10492,1,1
1,1,job10591,2,1
1,1,job10296,1,1
2,0,job10435,1,1
3,1,job10277,4,1
2,1,job10325,2,1
4,0,job10523,3,1
3,0,job10474,1,1
4,1,job10288,3,1
1,0,job10346,3,1
1,0,job10601,1,1
2,1,job10552,3,1
2,1,job10512,2,1
3,0,job10524,3,1
2,0,job10562,4,1
4,0,job10533,4,1
2,0,job10405,1,1
4,0,job10198,4,1
1,1,job10611,2,1
3,0,job10227,2,1
4,0,job10503,4,1
2,0,job10475,1,1
3,1,job10534,4,1
3,1,job10267,4,1
1,0,job10386,4,1
3,0,job10317,3,1
4,0,job10543,3,1
1,0,job10621,3,1
2,0,job10425,4,1
2,0,job10525,3,1
3,0,job10377,3,1
3,0,job10257,1,1
3,1,job10504,4,1
1,0,job10396,3,1
3,0,job10347,3,1
1,1,job10631,1,1
3,0,job10544,3,1
4,0,job10228,2,1
1,0,job10326,2,1
4,0,job10208,4,1
3,0,job10307,1,1
4,1,job10318,3,1
2,1,job10602,1,1
1,1,job10356,2,1
1,1,job10641,2,1
4,1,job10378,3,1
3,1,job10387,4,1
4,0,job10553,3,1
4,1,job10258,1,1
2,0,job10445,4,1
3,1,job10337,2,1
4,0,job10483,1,1
1,0,job10651,1,1
4,0,job10513,2,1
4,1,job10348,3,1
2,1,job10622,3,1
3,0,job10554,3,1
1,0,job10416,1,1
4,0,job10238,2,1
3,0,job10397,3,1
3,0,job10484,1,1
2,1,job10545,3,1
4,0,job10603,1,1
1,0,job10661,4,1
2,1,job10572,2,1
4,0,job10493,1,1
3,1,job10514,2,1
4,1,job10308,1,1
2,1,job10365,2,1
1,1,job10436,1,1
3,0,job10327,2,1
4,0,job10623,3,1
1,0,job10671,3,1
2,1,job10555,3,1
2,1,job10582,1,1
4,1,job10398,3,1
1,0,job10546,3,1
3,0,job10604,1,1
2,0,job10652,1,1
4,0,job10563,4,1
1,0,job10681,4,1
4,0,job10248,4,1
3,0,job10494,1,1
4,0,job10573,2,1
2,0,job10485,1,1
1,1,job10406,1,1
2,1,job10592,2,1
3,0,job10624,3,1
1,0,job10691,3,1
1,1,job10476,1,1
3,0,job10417,1,1
2,1,job10455,2,1
3,1,job10564,4,1
4,0,job10328,2,1
1,0,job10366,2,1
1,0,job10426,4,1
2,1,job10662,4,1
1,1,job10701,2,1
3,0,job10297,1,1
2,0,job10605,1,1
2,0,job10465,2,1
1,0,job10556,3,1
2,0,job10672,3,1
1,0,job10526,3,1
3,0,job10574,2,1
1,1,job10711,2,1
2,1,job10495,1,1
3,0,job10547,3,1
1,0,job10446,4,1
2,1,job10612,2,1
4,0,job10583,1,1
1,1,job10721,1,1
2,1,job10682,4,1
2,0,job10625,3,1
4,1,job10278,4,1
4,0,job10593,2,1
3,0,job10584,1,1
4,0,job10653,1,1
4,1,job10418,1,1
2,1,job10692,3,1
2,0,job10632,1,1
1,1,job10731,2,1
3,0,job10594,2,1
1,0,job10486,1,1
4,1,job10298,1,1
1,1,job10456,2,1
2,1,job10535,4,1
3,0,job10654,1,1
1,0,job10606,1,1
1,0,job10741,4,1
3,0,job10367,2,1
3,0,job10357,2,1
2,0,job10575,2,1
1,0,job10751,4,1
4,0,job10663,4,1
3,1,job10427,4,1
4,0,job10268,4,1
4,1,job10548,3,1
1,1,job10466,2,1
2,0,job10642,2,1
1,1,job10496,1,1
3,0,job10557,3,1
3,1,job10664,4,1
1,1,job10761,2,1
3,0,job10527,3,1
2,0,job10585,1,1
4,0,job10613,2,1
2,1,job10505,4,1
4,0,job10673,3,1
1,1,job10771,1,1
3,1,job10447,4,1
3,0,job10614,2,1
3,0,job10437,1,1
1,0,job10626,3,1
2,0,job10595,2,1
3,0,job10674,3,1
4,0,job10683,4,1
1,0,job10781,4,1
4,0,job10388,4,1
3,0,job10487,1,1
3,1,job10684,4,1
2,0,job10655,1,1
3,0,job10407,1,1
4,0,job10633,1,1
4,0,job10338,2,1
1,1,job10791,1,1
4,0,job10693,3,1
4,0,job10368,2,1
3,0,job10634,1,1
1,0,job10536,4,1
3,0,job10607,1,1
3,0,job10477,1,1
1,1,job10576,2,1
2,0,job10515,2,1
1,1,job10801,2,1
4,1,job10358,2,1
1,0,job10506,4,1
2,1,job10742,4,1
4,0,job10643,2,1
4,1,job10558,3,1
2,1,job10752,4,1
1,0,job10811,3,1
3,0,job10694,3,1
1,0,job10586,1,1
2,0,job10702,2,1
4,1,job10528,3,1
2,1,job10565,4,1
3,0,job10627,3,1
4,0,job10743,4,1
1,1,job10821,2,1
2,1,job10782,4,1
2,0,job10615,2,1
1,0,job10596,2,1
2,0,job10712,2,1
4,0,job10753,4,1
3,1,job10644,2,1
4,0,job10428,4,1
3,1,job10537,4,1
1,0,job10831,4,1
4,1,job10438,1,1
1,1,job10656,1,1
1,0,job10566,4,1
3,1,job10744,4,1
2,1,job10722,1,1
3,1,job10507,4,1
2,0,job10675,3,1
1,0,job10841,1,1
3,1,job10754,4,1
2,1,job10665,4,1
4,0,job10783,4,1
2,1,job10812,3,1
4,1,job10488,1,1
1,1,job10516,2,1
1,0,job10851,3,1
2,0,job10732,2,1
4,1,job10408,1,1
4,0,job10703,2,1
3,1,job10784,4,1
4,0,job10723,1,1
4,0,job10448,4,1
2,0,job10635,1,1
3,0,job10587,1,1
3,1,job10704,2,1
1,0,job10861,4,1
1,0,job10666,4,1
3,0,job10457,2,1
4,1,job10608,1,1
1,1,job10616,2,1
3,0,job10724,1,1
4,1,job10478,1,1
2,0,job10685,4,1
4,0,job10713,2,1
1,1,job10871,2,1
3,1,job10597,2,1
3,1,job10467,2,1
4,0,job10813,3,1
2,1,job10695,3,1
1,0,job10676,3,1
1,1,job10881,1,1
3,1,job10714,2,1
2,1,job10832,4,1
4,1,job10628,3,1
2,0,job10645,2,1
3,0,job10814,3,1
4,0,job10733,2,1
1,0,job10696,3,1
3,1,job10567,4,1
4,1,job10588,1,1
1,0,job10891,3,1
3,0,job10497,1,1
1,0,job10636,1,1
3,0,job10734,2,1
1,0,job10901,3,1
4,0,job10458,2,1
1,0,job10686,4,1
4,1,job10538,4,1
4,0,job10833,4,1
2,1,job10842,1,1
2,0,job10762,2,1
2,1,job10725,1,1
1,1,job10911,1,1
2,1,job10852,3,1
4,0,job10843,1,1
1,0,job10646,2,1
2,0,job10745,4,1
2,0,job10815,3,1
2,1,job10862,4,1
1,1,job10726,1,1
2,1,job10772,1,1
3,1,job10834,4,1
1,0,job10921,4,1
4,0,job10763,2,1
3,0,job10844,1,1
4,1,job10498,1,1
3,1,job10667,4,1
1,0,job10746,4,1
2,1,job10792,1,1
4,0,job10508,4,1
3,0,job10764,2,1
1,0,job10931,1,1
3,0,job10677,3,1
4,0,job10853,3,1
3,0,job10697,3,1
1,0,job10816,3,1
2,0,job10735,2,1
1,0,job10941,4,1
3,0,job10577,2,1
2,1,job10892,3,1
3,0,job10854,3,1
2,1,job10755,4,1
4,0,job10863,4,1
2,1,job10845,1,1
1,1,job10951,2,1
1,1,job10736,2,1
3,1,job10864,4,1
4,0,job10773,1,1
2,0,job10802,2,1
3,0,job10637,1,1
2,0,job10785,4,1
1,0,job10961,4,1
2,0,job10765,2,1
3,0,job10774,1,1
4,0,job10803,2,1
4,0,job10793,1,1
2,1,job10902,3,1
4,1,job10678,3,1
1,0,job10786,4,1
3,1,job10804,2,1
1,0,job10971,3,1
2,0,job10822,2,1
4,1,job10698,3,1
2,0,job10705,2,1
3,0,job10794,1,1
3,1,job10687,4,1
4,0,job10893,3,1
4,0,job10598,2,1
1,0,job10981,4,1
4,0,job10578,2,1
3,0,job10894,3,1
1,1,job10756,4,1
1,0,job10766,2,1
3,0,job10657,1,1
3,1,job10647,2,1
4,0,job10823,2,1
4,1,job10468,2,1
1,1,job10991,2,1
2,0,job10855,3,1
1,1,job10846,1,1
2,1,job10922,4,1
4,1,job10638,1,1
1,1,job11001,2,1
3,1,job10517,2,1
2,0,job10715,2,1
1,1,job10706,2,1
2,0,job10775,1,1
3,1,job10747,4,1
4,0,job10903,3,1
1,1,job11011,2,1
3,0,job10824,2,1
1,0,job10856,3,1
2,0,job10795,1,1
3,0,job10617,2,1
2,1,job10932,1,1
3,0,job10904,3,1
4,0,job10568,4,1
1,0,job11021,1,1
4,0,job10923,4,1
2,0,job10895,3,1
3,0,job10817,3,1
2,0,job10872,2,1
4,1,job10658,1,1
1,0,job10716,2,1
2,1,job10942,4,1
4,0,job10933,1,1
1,0,job11031,4,1
2,1,job10835,4,1
3,1,job10924,4,1
2,1,job10962,4,1
1,1,job10776,1,1
3,0,job10934,1,1
2,0,job10882,1,1
1,0,job11041,4,1
2,0,job10825,2,1
1,1,job10796,1,1
4,0,job10943,4,1
3,1,job10787,4,1
4,0,job10668,4,1
1,0,job10836,4,1
2,1,job10912,1,1
3,1,job10944,4,1
4,0,job10618,2,1
1,0,job10896,3,1
1,0,job11051,3,1
2,1,job10972,3,1
4,0,job10873,2,1
2,0,job10905,3,1
1,0,job11061,4,1
2,1,job10982,4,1
2,0,job10865,4,1
4,0,job10963,4,1
3,0,job10727,1,1
4,1,job10818,3,1
4,0,job10883,1,1
1,0,job11071,4,1
4,0,job10913,1,1
2,0,job10935,1,1
3,1,job10767,2,1
2,0,job10805,2,1
3,0,job10874,2,1
2,0,job10952,2,1
3,0,job10857,3,1
4,1,job10728,1,1
1,0,job11081,3,1
1,1,job10826,2,1
3,1,job10964,4,1
4,0,job10973,3,1
3,0,job10884,1,1
2,1,job11022,1,1
3,0,job10737,2,1
4,0,job10688,4,1
3,0,job10914,1,1
1,0,job10906,3,1
2,0,job10875,2,1
1,0,job11091,1,1
3,0,job10974,3,1
4,1,job10858,3,1
4,0,job10983,4,1
1,0,job10866,4,1
3,1,job10757,4,1
4,0,job10648,2,1
1,1,job11101,1,1
3,1,job10717,2,1
1,1,job10936,1,1
2,1,job10885,1,1
4,1,job10518,2,1
4,0,job11023,1,1
2,1,job11032,4,1
3,1,job10984,4,1
1,0,job11111,4,1
1,1,job10886,1,1
2,0,job10992,2,1
2,1,job11042,4,1
4,1,job10738,2,1
1,1,job10806,2,1
1,1,job11121,2,1
4,0,job10748,4,1
3,1,job10837,4,1
2,0,job10915,1,1
3,0,job11024,1,1
4,0,job10953,2,1
4,0,job11033,4,1
3,0,job10897,3,1
3,0,job10847,1,1
1,0,job11131,4,1
2,0,job10975,3,1
2,1,job10925,4,1
2,1,job11052,3,1
1,1,job10876,2,1
4,0,job11043,4,1
3,0,job10954,2,1
1,0,job11141,4,1
2,0,job11025,1,1
2,1,job11062,4,1
4,0,job10993,2,1
1,0,job10926,4,1
2,0,job11002,2,1
3,1,job11034,4,1
1,0,job11151,3,1
2,1,job11072,4,1
4,1,job10898,3,1
1,1,job10916,1,1
4,0,job10788,4,1
3,1,job11044,4,1
3,0,job10707,2,1
4,1,job10848,1,1
2,0,job11082,3,1
4,0,job11053,3,1
1,0,job10976,3,1
3,0,job10994,2,1
1,0,job11161,1,1
3,0,job10907,3,1
2,1,job10945,4,1
1,0,job11026,1,1
2,0,job10955,2,1
2,0,job11012,2,1
4,0,job11063,4,1
1,1,job11171,2,1
4,0,job11003,2,1
2,1,job11092,1,1
3,0,job11054,3,1
4,0,job10768,2,1
4,0,job10708,2,1
3,1,job11064,4,1
1,1,job11181,1,1
3,1,job10867,4,1
4,0,job11073,4,1
3,0,job10777,1,1
4,0,job11083,3,1
2,1,job11112,4,1
2,0,job10995,2,1
3,0,job11004,2,1
1,0,job10946,4,1
2,0,job10965,4,1
1,0,job11191,3,1
2,1,job11132,4,1
4,1,job10908,3,1
3,0,job10797,1,1
4,0,job11093,1,1
1,1,job10956,2,1
2,1,job11142,4,1
1,0,job11201,4,1
2,0,job11055,3,1
4,0,job10758,4,1
4,0,job11013,2,1
3,1,job10927,4,1
4,1,job10778,1,1
3,0,job10827,2,1
1,1,job11211,2,1
4,1,job10718,2,1
4,0,job11113,4,1
3,1,job11074,4,1
2,1,job11152,3,1
1,0,job10996,2,1
1,0,job11221,2,1
3,0,job11084,3,1
2,0,job11005,2,1
3,0,job10977,3,1
2,1,job11102,1,1
4,0,job11133,4,1
1,0,job10966,4,1
3,0,job11094,1,1
2,1,job10985,4,1
4,1,job10798,1,1
1,1,job11231,2,1
2,1,job11162,1,1
1,0,job11056,3,1
3,0,job10937,1,1
4,0,job11143,4,1
4,1,job10828,2,1
1,1,job11241,1,1
3,0,job11014,2,1
4,0,job10838,4,1
2,1,job11085,3,1
3,0,job11027,1,1
1,1,job11251,2,1
3,1,job11114,4,1
3,0,job10887,1,1
4,0,job11153,3,1
4,1,job10978,3,1
1,1,job11006,2,1
3,1,job11134,4,1
3,1,job10947,4,1
2,0,job11035,4,1
1,0,job11261,4,1
2,0,job11095,1,1
